person,skill,level
Amir Moore 117,GCP for Finance,Beginner
Amir Moore 117,JavaScript Advanced,Intermediate
Amir Moore 117,DBT Advanced,Advanced
Olivia Walker 118,C++ - Best Practices,Intermediate
Olivia Walker 118,Reinforcement Learning (Practical),Intermediate
Olivia Walker 118,Machine Learning Advanced,Intermediate
Olivia Walker 118,Time Series Advanced,Intermediate
Olivia Walker 118,Statistics (Practical),Beginner
Emma Garcia 119,Tableau - Best Practices,Intermediate
Emma Garcia 119,Node.js (Intro),Beginner
Emma Garcia 119,Go (Intro),Advanced
Isabella Walker 120,Kubernetes Fundamentals,Beginner
Isabella Walker 120,CI/CD (Practical),Advanced
Isabella Walker 120,NumPy (Intro),Intermediate
Isabella Walker 120,Apache Spark,Intermediate
Isabella Walker 120,JavaScript (Practical),Beginner
Isabella Walker 120,GANs,Beginner
Parker Martin 121,Scikit-Learn (Intro),Advanced
Parker Martin 121,TensorFlow (Practical),Expert
Parker Martin 121,Microservices for Healthcare,Intermediate
Parker Martin 121,React for Finance,Expert
Parker Martin 121,Scikit-Learn,Advanced
Amir Lewis 122,C++ (Practical),Advanced
Amir Lewis 122,Docker (Intro),Intermediate
Amir Lewis 122,Go - Best Practices,Intermediate
Amir Lewis 122,Node.js for Healthcare,Expert
Avery Kumar 123,Kubernetes,Expert
Avery Kumar 123,GCP - Best Practices,Advanced
Avery Kumar 123,Hadoop,Advanced
Avery Kumar 123,Snowflake,Expert
Avery Kumar 123,AWS for Healthcare,Beginner
Drew Garcia 124,Apache Spark for Healthcare,Beginner
Drew Garcia 124,Cloud Computing for Finance,Intermediate
Drew Garcia 124,Deep Learning for Healthcare,Intermediate
Drew Garcia 124,Azure Fundamentals,Intermediate
Drew Garcia 124,Computer Vision for Finance,Beginner
Drew Garcia 124,Tableau (Practical),Expert
Parker Taylor 125,BigQuery - Best Practices,Beginner
Parker Taylor 125,Microservices (Intro),Advanced
Parker Taylor 125,JavaScript (Practical),Advanced
Parker Taylor 125,Deep Learning (Intro),Expert
Parker Taylor 125,SQL Fundamentals,Advanced
Parker Taylor 125,SQL,Beginner
Parker Taylor 125,Kafka (Practical),Intermediate
Amir Martinez 126,Data Visualization for Finance,Intermediate
Amir Martinez 126,GANs for Finance,Intermediate
Amir Martinez 126,Kubernetes - Best Practices,Advanced
Amir Martinez 126,Reinforcement Learning (Intro),Beginner
Amir Martinez 126,GANs (Practical),Beginner
Harper Smith 127,NLP (Intro),Advanced
Harper Smith 127,BigQuery - Best Practices,Advanced
Harper Smith 127,Redshift - Best Practices,Expert
Harper Smith 127,Go (Practical),Expert
Harper Smith 127,Statistics for Finance,Expert
Harper Smith 127,Time Series,Expert
Jamie Walker 128,Snowflake,Beginner
Jamie Walker 128,Hadoop (Practical),Beginner
Jamie Walker 128,C++ Advanced,Expert
Jamie Walker 128,Reinforcement Learning (Practical),Beginner
Jordan Garcia 129,C++ (Intro),Expert
Jordan Garcia 129,C++ for Healthcare,Advanced
Jordan Garcia 129,Probability for Healthcare,Beginner
Jordan Garcia 129,CI/CD for Finance,Expert
Mason Clark 130,Kubernetes Advanced,Intermediate
Mason Clark 130,Snowflake,Beginner
Mason Clark 130,DBT for Healthcare,Beginner
Mason Clark 130,ETL Fundamentals,Intermediate
Mason Clark 130,Spark Streaming,Intermediate
Logan Moore 131,GANs for Finance,Expert
Logan Moore 131,Java Advanced,Expert
Logan Moore 131,React (Intro),Advanced
Logan Moore 131,Time Series (Intro),Intermediate
Logan Moore 131,CI/CD (Intro),Intermediate
Parker Scott 132,Python,Expert
Parker Scott 132,REST APIs for Finance,Intermediate
Parker Scott 132,Spark Streaming (Intro),Beginner
Parker Scott 132,Reinforcement Learning for Finance,Beginner
Cameron Lewis 133,Go Advanced,Intermediate
Cameron Lewis 133,Go for Healthcare,Expert
Cameron Lewis 133,Kafka Advanced,Beginner
Wei Lewis 134,Java for Healthcare,Expert
Wei Lewis 134,Statistics,Advanced
Wei Lewis 134,Statistics for Healthcare,Intermediate
Wei Lewis 134,Time Series for Finance,Beginner
Wei Lewis 134,Linux for Healthcare,Beginner
Wei Lewis 134,Microservices (Practical),Beginner
Wei Lewis 134,Kubernetes Fundamentals,Expert
Luca Wang 135,Tableau (Intro),Beginner
Luca Wang 135,Scala for Healthcare,Beginner
Luca Wang 135,PowerBI (Practical),Advanced
Luca Wang 135,Azure Fundamentals,Expert
Nina Hall 136,React,Beginner
Nina Hall 136,Linux Fundamentals,Advanced
Nina Hall 136,SQL (Practical),Advanced
Cameron Jackson 137,Node.js - Best Practices,Beginner
Cameron Jackson 137,Tableau Fundamentals,Intermediate
Cameron Jackson 137,NumPy - Best Practices,Advanced
Cameron Jackson 137,DBT for Finance,Intermediate
Cameron Jackson 137,BigQuery Fundamentals,Expert
Cameron Jackson 137,MLOps - Best Practices,Intermediate
Nina King 138,Python for Finance,Intermediate
Nina King 138,Java for Finance,Intermediate
Nina King 138,Kafka Fundamentals,Beginner
Nina King 138,C++ (Intro),Intermediate
Mason Lee 139,Probability - Best Practices,Beginner
Mason Lee 139,MLOps for Healthcare,Expert
Mason Lee 139,Pandas - Best Practices,Expert
Mason Lee 139,Reinforcement Learning Fundamentals,Expert
Mason Lee 139,Snowflake (Intro),Advanced
Hana Anderson 140,Docker Advanced,Advanced
Hana Anderson 140,Pandas for Healthcare,Intermediate
Hana Anderson 140,Scala Fundamentals,Beginner
Hana Anderson 140,Scikit-Learn (Practical),Advanced
Hana Anderson 140,Probability - Best Practices,Expert
Hana Anderson 140,TensorFlow for Healthcare,Intermediate
Parker Wright 141,Tableau - Best Practices,Advanced
Parker Wright 141,Kubernetes (Practical),Advanced
Parker Wright 141,Scikit-Learn Advanced,Intermediate
Emma Brown 142,GANs,Beginner
Emma Brown 142,PowerBI - Best Practices,Beginner
Emma Brown 142,Probability Fundamentals,Expert
Emma Brown 142,Azure,Beginner
Emma Brown 142,Java for Healthcare,Advanced
Parker Green 143,Reinforcement Learning (Intro),Intermediate
Parker Green 143,Java for Healthcare,Intermediate
Parker Green 143,Statistics - Best Practices,Advanced
Parker Green 143,Deep Learning - Best Practices,Advanced
Parker Green 143,Airflow,Advanced
Parker Green 143,Microservices Advanced,Advanced
Hana Singh 144,NLP - Best Practices,Expert
Hana Singh 144,Computer Vision Advanced,Advanced
Hana Singh 144,PowerBI Advanced,Advanced
Hana Singh 144,Statistics for Finance,Advanced
Hana Singh 144,Airflow for Healthcare,Beginner
Hana Singh 144,ETL - Best Practices,Advanced
Olivia Brown 145,Computer Vision for Healthcare,Intermediate
Olivia Brown 145,ETL Advanced,Beginner
Olivia Brown 145,Python for Healthcare,Advanced
Olivia Brown 145,Machine Learning - Best Practices,Intermediate
Priya Taylor 146,Tableau (Practical),Beginner
Priya Taylor 146,Linux for Healthcare,Advanced
Priya Taylor 146,TensorFlow - Best Practices,Intermediate
Priya Taylor 146,Kafka,Intermediate
Priya Taylor 146,Scikit-Learn,Expert
Priya Taylor 146,Hadoop (Practical),Expert
Zoe Clark 147,TensorFlow for Finance,Intermediate
Zoe Clark 147,Probability for Finance,Advanced
Zoe Clark 147,NLP for Finance,Advanced
Zoe Clark 147,Pandas,Advanced
Zoe Clark 147,Scala for Finance,Advanced
Emma Anderson 148,GCP for Finance,Beginner
Emma Anderson 148,Spark Streaming Advanced,Intermediate
Emma Anderson 148,TensorFlow for Healthcare,Expert
Emma Anderson 148,C++ (Intro),Intermediate
Hana Lee 149,JavaScript for Finance,Intermediate
Hana Lee 149,Data Visualization (Practical),Beginner
Hana Lee 149,Redshift Fundamentals,Expert
Liam Lee 150,Computer Vision - Best Practices,Expert
Liam Lee 150,AWS for Finance,Intermediate
Liam Lee 150,Azure Fundamentals,Beginner
Liam Lee 150,Time Series for Finance,Expert
Liam Lee 150,Probability - Best Practices,Advanced
Liam Lee 150,BigQuery Advanced,Intermediate
Liam Lee 150,Pandas for Healthcare,Beginner
Roshni King 151,GANs for Healthcare,Intermediate
Roshni King 151,Computer Vision - Best Practices,Beginner
Roshni King 151,Apache Spark Fundamentals,Intermediate
Roshni King 151,MLOps (Practical),Advanced
Roshni King 151,Pandas Advanced,Beginner
Roshni King 151,Deep Learning Fundamentals,Expert
Roshni King 151,CI/CD Fundamentals,Intermediate
Li Wright 152,Go,Advanced
Li Wright 152,Statistics for Finance,Beginner
Li Wright 152,Redshift,Expert
Li Wright 152,GANs (Intro),Beginner
Li Wright 152,JavaScript for Healthcare,Advanced
Li Wright 152,Kafka - Best Practices,Beginner
Li Wright 152,Cloud Computing - Best Practices,Beginner
Mateo Wright 153,React for Healthcare,Expert
Mateo Wright 153,Go for Healthcare,Expert
Mateo Wright 153,Python for Finance,Intermediate
Mateo Wright 153,C++ Fundamentals,Beginner
Mateo Wright 153,AWS Advanced,Expert
Avery Thomas 154,Snowflake Advanced,Intermediate
Avery Thomas 154,Pandas Fundamentals,Beginner
Avery Thomas 154,SQL for Healthcare,Advanced
Avery Thomas 154,Redshift (Intro),Advanced
Avery Thomas 154,Reinforcement Learning Advanced,Advanced
Avery Thomas 154,NumPy (Intro),Expert
Mason Taylor 155,Time Series Advanced,Expert
Mason Taylor 155,DBT for Finance,Advanced
Mason Taylor 155,Reinforcement Learning Fundamentals,Intermediate
Mason Taylor 155,Go (Practical),Beginner
Mason Taylor 155,REST APIs for Healthcare,Beginner
Sofia Patel 156,Tableau for Healthcare,Advanced
Sofia Patel 156,Hadoop - Best Practices,Advanced
Sofia Patel 156,Docker (Practical),Advanced
Sofia Patel 156,Statistics for Healthcare,Advanced
Sofia Patel 156,GCP for Healthcare,Advanced
Lucas Walker 157,MLOps - Best Practices,Intermediate
Lucas Walker 157,NumPy,Intermediate
Lucas Walker 157,Kubernetes (Practical),Beginner
Cameron Walker 158,C++ (Practical),Intermediate
Cameron Walker 158,Azure Advanced,Beginner
Cameron Walker 158,Machine Learning for Finance,Intermediate
Cameron Walker 158,C++ Fundamentals,Beginner
Cameron Walker 158,PyTorch,Advanced
Cameron Walker 158,Data Visualization (Intro),Intermediate
Cameron Walker 158,Data Visualization for Finance,Beginner
Olivia Nguyen 159,PyTorch - Best Practices,Intermediate
Olivia Nguyen 159,Azure Advanced,Intermediate
Olivia Nguyen 159,DBT for Healthcare,Intermediate
Olivia Nguyen 159,Snowflake for Healthcare,Beginner
Olivia Nguyen 159,Node.js (Practical),Intermediate
Olivia Nguyen 159,NLP for Healthcare,Advanced
Olivia Nguyen 159,Docker Fundamentals,Beginner
Olivia Allen 160,GCP Advanced,Expert
Olivia Allen 160,Scala,Intermediate
Olivia Allen 160,Go (Practical),Intermediate
Olivia Allen 160,BigQuery,Intermediate
Olivia Allen 160,JavaScript (Practical),Expert
Olivia Allen 160,Java for Healthcare,Expert
Sofia Kumar 161,Docker for Healthcare,Expert
Sofia Kumar 161,GCP (Intro),Expert
Sofia Kumar 161,Go (Intro),Intermediate
Sofia Kumar 161,Hadoop Fundamentals,Advanced
Sofia Kumar 161,NLP - Best Practices,Advanced
Sofia Kumar 161,Deep Learning for Finance,Expert
Mateo Anderson 162,CI/CD for Finance,Beginner
Mateo Anderson 162,PyTorch for Healthcare,Beginner
Mateo Anderson 162,React Advanced,Intermediate
Mateo Anderson 162,Tableau for Finance,Beginner
Olivia Johnson 163,MLOps Advanced,Beginner
Olivia Johnson 163,AWS Advanced,Intermediate
Olivia Johnson 163,Machine Learning,Advanced
Olivia Johnson 163,REST APIs Advanced,Intermediate
Liam Clark 164,Go (Intro),Expert
Liam Clark 164,Docker - Best Practices,Expert
Liam Clark 164,Airflow - Best Practices,Intermediate
Liam Clark 164,GANs - Best Practices,Expert
Liam Clark 164,Tableau for Healthcare,Beginner
Mason Martinez 165,Apache Spark for Finance,Beginner
Mason Martinez 165,Time Series for Healthcare,Intermediate
Mason Martinez 165,Microservices,Beginner
Mason Martinez 165,DBT (Intro),Advanced
Mason Martinez 165,PyTorch,Intermediate
Mason Martinez 165,Docker for Healthcare,Intermediate
Reese Garcia 166,Redshift - Best Practices,Advanced
Reese Garcia 166,Snowflake - Best Practices,Advanced
Reese Garcia 166,Reinforcement Learning for Healthcare,Expert
Taylor Martin 167,Hadoop Fundamentals,Intermediate
Taylor Martin 167,BigQuery Fundamentals,Intermediate
Taylor Martin 167,Deep Learning (Practical),Beginner
Taylor Martin 167,C++ for Finance,Expert
Reese Lee 168,Node.js (Intro),Advanced
Reese Lee 168,PowerBI for Healthcare,Advanced
Reese Lee 168,Go Advanced,Beginner
Reese Lee 168,Python,Advanced
Reese Lee 168,Azure (Intro),Intermediate
Reese Lee 168,TensorFlow (Intro),Expert
Reese Lee 168,JavaScript Fundamentals,Beginner
Emma Jackson 169,DBT Fundamentals,Intermediate
Emma Jackson 169,AWS for Healthcare,Intermediate
Emma Jackson 169,Data Visualization (Intro),Expert
Emma Jackson 169,C++ Fundamentals,Expert
Emma Jackson 169,Deep Learning,Beginner
Emma Jackson 169,Statistics,Beginner
Isabella Green 170,Pandas for Healthcare,Advanced
Isabella Green 170,Spark Streaming for Finance,Intermediate
Isabella Green 170,Scikit-Learn for Finance,Advanced
Taylor Thomas 171,Scikit-Learn (Practical),Intermediate
Taylor Thomas 171,CI/CD (Practical),Intermediate
Taylor Thomas 171,Kubernetes for Healthcare,Expert
Taylor Thomas 171,Pandas,Beginner
Taylor Thomas 171,Java,Advanced
Hana Anderson 172,Airflow - Best Practices,Expert
Hana Anderson 172,Node.js (Practical),Beginner
Hana Anderson 172,Cloud Computing (Intro),Expert
Harper Nguyen 173,Java (Intro),Beginner
Harper Nguyen 173,PowerBI - Best Practices,Beginner
Harper Nguyen 173,Kafka Fundamentals,Advanced
Harper Nguyen 173,React (Practical),Beginner
Liam Garcia 174,Deep Learning for Healthcare,Expert
Liam Garcia 174,Snowflake - Best Practices,Intermediate
Liam Garcia 174,Hadoop (Intro),Expert
Liam Garcia 174,Machine Learning Advanced,Expert
Emma Singh 175,Microservices (Intro),Beginner
Emma Singh 175,Time Series Advanced,Advanced
Emma Singh 175,React,Beginner
Emma Singh 175,ETL (Intro),Advanced
Emma Singh 175,Node.js for Healthcare,Advanced
Emma Singh 175,SQL - Best Practices,Intermediate
Emma Singh 175,NumPy for Finance,Advanced
Quinn Kumar 176,PyTorch for Finance,Beginner
Quinn Kumar 176,ETL for Healthcare,Advanced
Quinn Kumar 176,Kafka for Finance,Expert
Quinn Kumar 176,Deep Learning,Beginner
Quinn Kumar 176,Time Series for Healthcare,Advanced
Quinn Kumar 176,C++ (Intro),Beginner
Quinn Kumar 176,Pandas - Best Practices,Expert
Quinn Scott 177,Computer Vision (Practical),Expert
Quinn Scott 177,NLP for Healthcare,Intermediate
Quinn Scott 177,Redshift Advanced,Intermediate
Quinn Scott 177,PowerBI (Practical),Beginner
Quinn Scott 177,React - Best Practices,Intermediate
Quinn Scott 177,Linux - Best Practices,Expert
Riley Brown 178,NumPy Fundamentals,Beginner
Riley Brown 178,PowerBI Fundamentals,Advanced
Riley Brown 178,Kafka,Expert
Riley Brown 178,Probability for Finance,Expert
Riley Brown 178,SQL for Finance,Intermediate
Riley Brown 178,Airflow for Healthcare,Intermediate
Riley Brown 178,Deep Learning,Beginner
Alex King 179,Node.js Advanced,Beginner
Alex King 179,Probability Fundamentals,Advanced
Alex King 179,NumPy (Intro),Beginner
Alex King 179,Kubernetes Fundamentals,Advanced
Alex King 179,Scala for Healthcare,Intermediate
Alex King 179,CI/CD,Advanced
Alex King 179,JavaScript Fundamentals,Intermediate
Lucas Lopez 180,Kubernetes Advanced,Advanced
Lucas Lopez 180,Pandas for Finance,Intermediate
Lucas Lopez 180,MLOps Fundamentals,Expert
Lucas Lopez 180,SQL (Intro),Advanced
Lucas Lopez 180,Cloud Computing for Healthcare,Expert
Lucas Lopez 180,Airflow - Best Practices,Expert
Cameron King 181,Machine Learning for Healthcare,Beginner
Cameron King 181,DBT (Practical),Expert
Cameron King 181,REST APIs (Intro),Advanced
Cameron King 181,PyTorch Fundamentals,Intermediate
Cameron King 181,Go (Intro),Expert
Cameron King 181,Tableau Advanced,Beginner
Emma Wang 182,SQL,Advanced
Emma Wang 182,Java (Practical),Advanced
Emma Wang 182,GCP Fundamentals,Intermediate
Noah Smith 183,BigQuery for Healthcare,Expert
Noah Smith 183,Scikit-Learn - Best Practices,Advanced
Noah Smith 183,Computer Vision for Healthcare,Expert
Noah Smith 183,Kafka for Healthcare,Intermediate
Noah Smith 183,Kafka for Finance,Advanced
Wei Brown 184,GANs (Intro),Intermediate
Wei Brown 184,Kafka (Intro),Advanced
Wei Brown 184,MLOps for Finance,Beginner
Wei Brown 184,MLOps (Intro),Beginner
Wei Brown 184,Machine Learning Advanced,Beginner
Wei Brown 184,TensorFlow,Beginner
Alex Hall 185,Redshift for Healthcare,Intermediate
Alex Hall 185,Docker,Beginner
Alex Hall 185,Deep Learning - Best Practices,Advanced
Priya Anderson 186,NLP - Best Practices,Beginner
Priya Anderson 186,Java for Finance,Intermediate
Priya Anderson 186,DBT Advanced,Beginner
Priya Anderson 186,GANs Advanced,Beginner
Priya Anderson 186,PowerBI (Practical),Expert
Priya Anderson 186,Microservices for Finance,Advanced
Priya Anderson 186,Reinforcement Learning for Finance,Expert
Reese Kumar 187,AWS (Intro),Expert
Reese Kumar 187,Data Visualization (Intro),Expert
Reese Kumar 187,Python (Practical),Beginner
Reese Kumar 187,Java,Advanced
Reese Kumar 187,C++ (Practical),Intermediate
Sofia Garcia 188,C++ (Intro),Beginner
Sofia Garcia 188,Go,Intermediate
Sofia Garcia 188,Linux for Healthcare,Advanced
Sofia Garcia 188,SQL (Practical),Advanced
Sofia Anderson 189,Azure (Intro),Beginner
Sofia Anderson 189,ETL (Intro),Expert
Sofia Anderson 189,JavaScript (Practical),Beginner
Sofia Anderson 189,Hadoop for Healthcare,Intermediate
Sofia Anderson 189,Docker (Practical),Expert
Sofia Anderson 189,Data Visualization for Healthcare,Advanced
Sofia Anderson 189,Node.js for Healthcare,Expert
Emma Wang 190,MLOps (Intro),Intermediate
Emma Wang 190,Data Visualization Advanced,Advanced
Emma Wang 190,Go Fundamentals,Advanced
Emma Wang 190,REST APIs for Finance,Intermediate
Emma Wang 190,Kubernetes for Finance,Advanced
Rowan Wright 191,Azure (Practical),Advanced
Rowan Wright 191,Spark Streaming,Advanced
Rowan Wright 191,Hadoop - Best Practices,Expert
Rowan Wright 191,Redshift (Practical),Expert
Rowan Wright 191,Apache Spark (Practical),Expert
Rowan Wright 191,ETL Advanced,Intermediate
Quinn Wang 192,NLP (Practical),Intermediate
Quinn Wang 192,Scala for Healthcare,Expert
Quinn Wang 192,Linux - Best Practices,Intermediate
Hana Jackson 193,Hadoop Fundamentals,Beginner
Hana Jackson 193,Scala for Healthcare,Expert
Hana Jackson 193,REST APIs,Beginner
Hana Jackson 193,AWS (Intro),Expert
Priya Wright 194,NLP Advanced,Advanced
Priya Wright 194,Computer Vision Advanced,Advanced
Priya Wright 194,TensorFlow Advanced,Intermediate
Priya Wright 194,CI/CD (Practical),Expert
Emma Smith 195,JavaScript (Practical),Beginner
Emma Smith 195,CI/CD Fundamentals,Intermediate
Emma Smith 195,Spark Streaming,Advanced
Emma Smith 195,Hadoop for Finance,Expert
Emma Smith 195,Cloud Computing (Intro),Beginner
Logan Scott 196,Deep Learning - Best Practices,Intermediate
